"","fplids"
"93804",4510346
"93805",8679874
"93806",3794235
"93807",1335234
"93808",833467
"93809",1641361
"93810",6967770
"93811",8722170
"93812",9024667
"93813",6231419
"93814",4456776
"93815",2477599
"93816",6371956
"93817",9148775
"93818",9058024
"93819",6623933
"93820",4739929
"93821",3850113
"93822",2896691
"93823",6926528
"93824",4827669
"93825",5606048
"93826",7462836
"93827",3194292
"93828",2629563
"93829",7240294
"93830",8876173
"93831",7012530
"93832",3352970
"93833",1811493
"93834",6725821
"93835",6495244
"93836",1520951
"93837",2202995
"93838",5564478
"93839",8069374
"93840",2898875
"93841",2591555
"93842",925150
"93843",3098636
"93844",1692089
"93845",3059114
"93846",9980427
"93847",7968908
"93848",8404497
"93849",3754186
"93850",9761683
"93851",3895314
"93852",2459596
"93853",1352399
"93854",6041096
"93855",3304415
"93856",6203436
"93857",9130904
"93858",745174
"93859",3318234
"93860",4825587
"93861",8097238
"93862",4119265
"93863",1438743
"93864",4081649
"93865",6110858
"93866",2470248
"93867",5373548
"93868",897176
"93869",5746335
"93870",5762897
"93871",7604267
"93872",1824561
"93873",5479103
"93874",7892386
"93875",9834363
"93876",3713367
"93877",6100019
"93878",2835912
"93879",8672669
"93880",8702409
"93881",3986447
"93882",1888767
"93883",7576666
"93884",5854600
"93885",8376256
"93886",9195417
"93887",7806824
"93888",8665941
"93889",8278892
"93890",9934132
"93891",8910525
"93892",7959239
"93893",8431020
"93894",2718102
"93895",7534303
"93896",7823343
"93897",8740963
"93898",6015966
"93899",7627520
"93900",1139255
"93901",4291392
"93902",2824940
"93903",1117224
"93904",2204542
"93905",5800903
"93906",4656704
"93907",888253
"93908",405975
"93909",1894810
"93910",3510480
"93911",6898315
"93912",9516335
"93913",6894110
"93914",4336820
"93915",6298618
"93916",8542472
"93917",3969180
"93918",5027832
"93919",966031
"93920",7905827
"93921",8000239
"93922",4919922
"93923",2104248
"93924",5172039
"93925",4803553
"93926",6341327
"93927",2468143
"93928",7490579
"93929",2055251
"93930",8412231
"93931",9777595
"93932",8543222
"93933",6191019
"93934",840483
"93935",9595938
"93936",2247585
"93937",1812230
"93938",5198531
"93939",5522184
"93940",3746
"93941",9011923
"93942",2137583
"93943",9184549
"93944",4321168
"93945",5958176
"93946",7700967
"93947",9275628
"93948",2489929
"93949",844053
"93950",4372322
"93951",598466
"93952",1437664
"93953",7488570
"93954",2716031
"93955",897487
"93956",3286791
"93957",6929411
"93958",95136
"93959",6358242
"93960",8902996
"93961",4887525
"93962",210270
"93963",2416031
"93964",7655791
"93965",906658
"93966",8965494
"93967",1216803
"93968",7756351
"93969",8779002
"93970",7986606
"93971",6597166
"93972",7114082
"93973",1631059
"93974",1021005
"93975",5205785
"93976",8457362
"93977",3496550
"93978",356228
"93979",5326954
"93980",2012217
"93981",1433209
"93982",2280348
"93983",7191150
"93984",7970434
"93985",6789268
"93986",9013989
"93987",9756864
"93988",7937348
"93989",3641318
"93990",1200650
"93991",3335272
"93992",2600241
"93993",4816714
"93994",3134758
"93995",6952568
"93996",9256408
"93997",4948649
"93998",43570
"93999",966320
"94000",2477577
"94001",6072340
"94002",6640482
"94003",8035091
"94004",8052994
"94005",460580
"94006",6802086
"94007",6632040
"94008",3081931
"94009",1374457
"94010",4299084
"94011",7017391
"94012",4577138
"94013",3753528
"94014",2442732
"94015",2157152
"94016",9875658
"94017",4149126
"94018",8744327
"94019",1624122
"94020",8241123
"94021",3684843
"94022",2057587
"94023",4374043
"94024",2231015
"94025",4570464
"94026",3203009
"94027",2062978
"94028",8145564
"94029",1180270
"94030",6494847
"94031",8698007
"94032",2208279
"94033",8956700
"94034",8593576
"94035",7357448
"94036",6522808
"94037",5402424
"94038",7980567
"94039",2668463
"94040",1564290
"94041",3824255
"94042",3675460
"94043",5656184
"94044",8623763
"94045",1870451
"94046",4008939
"94047",9482775
"94048",2119154
"94049",6430869
"94050",4619073
"94051",2894804
"94052",6033882
"94053",5178030
"94054",4780300
"94055",6937939
"94056",6699492
"94057",4357441
"94058",5599741
"94059",355002
"94060",246805
"94061",5634163
"94062",318817
"94063",3879249
"94064",9658910
"94065",9575078
"94066",6555989
"94067",452045
"94068",2351538
"94069",6879107
"94070",1348776
"94071",2770873
"94072",4519069
"94073",6261017
"94074",4575483
"94075",6072776
"94076",3118327
"94077",388884
"94078",5978539
"94079",3384871
"94080",9257010
"94081",5162404
"94082",870954
"94083",5337544
"94084",1519345
"94085",3137363
"94086",7206808
"94087",1028964
"94088",1864901
"94089",6394771
"94090",3377800
"94091",2406119
"94092",5566375
"94093",9462194
"94094",5949519
"94095",4501649
"94096",999516
"94097",2144201
"94098",3486818
"94099",7914934
"94100",3080870
"94101",1736467
"94102",4058174
"94103",227848
"94104",5433818
"94105",3037152
"94106",9311275
"94107",5519746
"94108",2361082
"94109",3240260
"94110",6114671
"94111",2340745
"94112",7527881
"94113",8943669
"94114",2366772
"94115",2452442
"94116",8378684
"94117",3051016
"94118",8992647
"94119",3898332
"94120",8434271
"94121",6666821
"94122",8503153
"94123",4564649
"94124",1274751
"94125",4348952
"94126",544314
"94127",9713535
"94128",2177824
"94129",4482519
"94130",8373145
"94131",7377032
"94132",8777814
"94133",9165222
"94134",6915108
"94135",5207924
"94136",8972331
"94137",8242120
"94138",7689732
"94139",4038135
"94140",4195582
"94141",8394547
"94142",5294394
"94143",2627074
"94144",7199755
"94145",9017501
"94146",3619070
"94147",4040634
"94148",2407862
"94149",597481
"94150",6281055
"94151",3104449
"94152",3916505
"94153",3804331
"94154",7057721
"94155",6601115
"94156",5411267
"94157",3660218
"94158",106553
"94159",5169884
"94160",9998326
"94161",5635124
"94162",5657889
"94163",1755785
"94164",5854060
"94165",5460756
"94166",3875813
"94167",3868105
"94168",4007516
"94169",3977343
"94170",4626487
"94171",1390867
"94172",9581459
"94173",5328354
"94174",7423399
"94175",8132573
"94176",1719573
"94177",7684747
"94178",5228112
"94179",7931394
"94180",9324725
"94181",7110572
"94182",2183493
"94183",2720915
"94184",8751725
"94185",8317159
"94186",2898558
"94187",4125243
"94188",5144917
"94189",2207774
"94190",49332
"94191",6359349
"94192",4747029
"94193",265363
"94194",2757230
"94195",8114797
"94196",9839074
"94197",773434
"94198",2090073
"94199",2576779
"94200",1216946
"94201",7141420
"94202",4557771
"94203",8044147
"94204",8432824
"94205",4448277
"94206",4510971
"94207",9345377
"94208",465491
"94209",543344
"94210",7268558
"94211",9439379
"94212",5034752
"94213",8827751
"94214",3842588
"94215",3836082
"94216",7379724
"94217",9965487
"94218",96422
"94219",5296500
"94220",6439975
"94221",3497351
"94222",8958696
"94223",9283046
"94224",4265930
"94225",5069327
"94226",378085
"94227",5466428
"94228",4722861
"94229",7259553
"94230",869058
"94231",8577584
"94232",4071205
"94233",7547593
"94234",4645996
"94235",7128458
"94236",7477849
"94237",3811675
"94238",6984407
"94239",6107592
"94240",7750301
"94241",7992053
"94242",9292582
"94243",2860998
"94244",1624510
"94245",4839013
"94246",2378582
"94247",121968
"94248",5228869
"94249",5567951
"94250",8867205
"94251",9722739
"94252",9590591
"94253",682842
"94254",6018755
"94255",5200331
"94256",8331461
"94257",7315993
"94258",2372091
"94259",7803901
"94260",9231986
"94261",9931655
"94262",5079256
"94263",7844722
"94264",6612198
"94265",8390285
"94266",2984498
"94267",3962457
"94268",3983224
"94269",1773938
"94270",9729443
"94271",4001117
"94272",7830245
"94273",1036223
"94274",3483361
"94275",616372
"94276",6885799
"94277",2794094
"94278",9725721
"94279",3569687
"94280",2355189
"94281",9291656
"94282",826500
"94283",950298
"94284",9600067
"94285",7200924
"94286",9447228
"94287",6833356
"94288",8152120
"94289",8978477
"94290",3549298
"94291",5138894
"94292",4365721
"94293",4415490
"94294",443800
"94295",8701217
"94296",5293637
"94297",1918819
"94298",8894179
"94299",8003755
"94300",1292037
"94301",1352612
"94302",2087145
"94303",818615
"94304",6445186
"94305",9359080
"94306",1127801
"94307",6519359
"94308",1255201
"94309",4505745
"94310",7317945
"94311",3099314
"94312",4975755
"94313",1848128
"94314",5297809
"94315",6640597
"94316",4182212
"94317",5952411
"94318",1309678
"94319",8113879
"94320",406018
"94321",5743047
"94322",4203099
"94323",8137670
"94324",9354153
"94325",1212159
"94326",332084
"94327",2314766
"94328",3881728
"94329",5952039
"94330",3477103
"94331",91527
"94332",4825172
"94333",3874350
"94334",7669816
"94335",2849414
"94336",1107990
"94337",7823081
"94338",5554458
"94339",7926235
"94340",8112369
"94341",8643670
"94342",1666109
"94343",2300788
"94344",7003835
"94345",3428581
"94346",5461563
"94347",1446845
"94348",1583733
"94349",5997423
"94350",5032691
"94351",3177844
"94352",2647643
"94353",2847724
"94354",7061913
"94355",7261458
"94356",484903
"94357",3764821
"94358",2553540
"94359",5060155
"94360",323547
"94361",4171990
"94362",3742643
"94363",9634299
"94364",713014
"94365",8453848
"94366",8797298
"94367",4508029
"94368",7673195
"94369",6385146
"94370",711977
"94371",7218316
"94372",1777214
"94373",3935529
"94374",8772106
"94375",4496031
"94376",196461
"94377",3830662
"94378",5262511
"94379",8126921
"94380",5892686
"94381",6536325
"94382",6363274
"94383",4880736
"94384",5395263
"94385",3785002
"94386",2387551
"94387",4967973
"94388",7980826
"94389",2338021
"94390",3095863
"94391",818835
"94392",6946955
"94393",9189785
"94394",8018697
"94395",1062598
"94396",602239
"94397",9665863
"94398",3553644
"94399",1668578
"94400",9563510
"94401",5813700
"94402",71503
"94403",6950276
"94404",174986
"94405",230874
"94406",9535810
"94407",8884535
"94408",3524847
"94409",4309331
"94410",4974291
"94411",3461622
"94412",1018636
"94413",4455216
"94414",659093
"94415",9674426
"94416",1415167
"94417",8326391
"94418",4686065
"94419",8047228
"94420",3693726
"94421",827780
"94422",4894708
"94423",3312715
"94424",8657201
"94425",7093717
"94426",7986778
"94427",2675497
"94428",8684815
"94429",6646368
"94430",9205590
"94431",7776272
"94432",4126489
"94433",6079
"94434",2133503
"94435",7084946
"94436",9932224
"94437",6983910
"94438",6703596
"94439",5947360
"94440",2751519
"94441",5220789
"94442",8724954
"94443",7563126
"94444",8857502
"94445",3349113
"94446",4155386
"94447",2130891
"94448",250476
"94449",9556845
"94450",4325562
"94451",935823
"94452",2752394
"94453",3418028
"94454",1177258
"94455",9300292
"94456",1367902
"94457",2067211
"94458",5333597
"94459",6719238
"94460",317454
"94461",242939
"94462",4204202
"94463",7076752
"94464",8192516
"94465",1275041
"94466",4845366
"94467",3879925
"94468",8074568
"94469",2213141
"94470",9869171
"94471",6917491
"94472",8042127
"94473",2865560
"94474",8413176
"94475",5861316
"94476",9854541
"94477",6683761
"94478",8257867
"94479",7799919
"94480",3115568
"94481",9757847
"94482",9763413
"94483",126820
"94484",6699357
"94485",6222190
"94486",4364114
"94487",1936388
"94488",4716626
"94489",9674184
"94490",6661231
"94491",4506361
"94492",2686130
"94493",4959049
"94494",5425309
"94495",9406435
"94496",9337377
"94497",7476721
"94498",4493781
"94499",7796749
"94500",4599309
"94501",3161737
"94502",1719129
"94503",1250844
"94504",7167893
"94505",6069372
"94506",4180467
"94507",7576390
"94508",3223807
"94509",1194659
"94510",4770009
"94511",7904957
"94512",6074556
"94513",8190401
"94514",2017393
"94515",4145620
"94516",3320055
"94517",6005876
"94518",8252259
"94519",2492687
"94520",8993850
"94521",8758131
"94522",5558318
"94523",3534542
"94524",3125900
"94525",9616145
"94526",3759750
"94527",8999809
"94528",8321133
"94529",9905466
"94530",6848213
"94531",7525903
"94532",2209071
"94533",4320413
"94534",3257811
"94535",6295500
"94536",5538077
"94537",2498342
"94538",3974684
"94539",1865230
"94540",7599747
"94541",6460989
"94542",7768676
"94543",8483784
"94544",4476115
"94545",6478182
"94546",3016032
"94547",3983430
"94548",5526980
"94549",2943412
"94550",796513
"94551",9300963
"94552",5287939
"94553",2220606
"94554",9326544
"94555",4562201
"94556",8785117
"94557",5122006
"94558",8404071
"94559",5111349
"94560",3382404
"94561",7975897
"94562",9380999
"94563",1498906
"94564",2310124
"94565",8033100
"94566",9071345
"94567",3269612
"94568",5130801
"94569",6134770
"94570",7075177
"94571",5659622
"94572",9296260
"94573",5243863
"94574",6025038
"94575",2988561
"94576",232680
"94577",1004872
"94578",8602756
"94579",7830238
"94580",1674570
"94581",7932781
"94582",4445700
"94583",662507
"94584",3781220
"94585",316340
"94586",1626483
"94587",9342539
"94588",7404737
"94589",1458699
"94590",6464980
"94591",4355928
"94592",9316015
"94593",9542708
"94594",2435659
"94595",5384215
"94596",455297
"94597",6453407
"94598",8515761
"94599",9364798
"94600",3473186
"94601",3566584
"94602",2300963
"94603",118575
"94604",4046230
"94605",6131821
"94606",3410613
"94607",4877630
"94608",9599739
"94609",2369545
"94610",8087101
"94611",6255100
"94612",2115771
"94613",2682187
"94614",4302171
"94615",2811990
"94616",3385857
"94617",9357371
"94618",4316524
"94619",2624852
"94620",9169473
"94621",6406153
"94622",261846
"94623",7333423
"94624",9492594
"94625",5083714
"94626",6508922
"94627",7137324
"94628",2258004
"94629",2238395
"94630",1487079
"94631",5024923
"94632",45847
"94633",9722068
"94634",1587222
"94635",775452
"94636",5079320
"94637",6168516
"94638",8723706
"94639",4430073
"94640",2832384
"94641",7344823
"94642",323857
"94643",7527274
"94644",2125557
"94645",4285364
"94646",7550160
"94647",5056080
"94648",2644156
"94649",9058569
"94650",3848176
"94651",6920375
"94652",1118774
"94653",9677597
"94654",9654753
"94655",7068782
"94656",4768445
"94657",5007869
"94658",606497
"94659",8377465
"94660",5921890
"94661",3125723
"94662",392923
"94663",5230448
"94664",5161598
"94665",5729807
"94666",4208479
"94667",5349950
"94668",8638382
"94669",7297942
"94670",7738763
"94671",6222686
"94672",2824505
"94673",7004706
"94674",1875668
"94675",4036689
"94676",738203
"94677",2844988
"94678",103240
"94679",3401718
"94680",8496960
"94681",7084722
"94682",4526641
"94683",7545927
"94684",3170709
"94685",4899418
"94686",9202877
"94687",8584457
"94688",4590240
"94689",705798
"94690",9982349
"94691",2774512
"94692",8079119
"94693",9439311
"94694",6993859
"94695",4747462
"94696",7004711
"94697",4865133
"94698",7139752
"94699",8519800
"94700",8698991
"94701",7863181
"94702",4086737
"94703",1421966
"94704",3714829
"94705",900115
"94706",190207
"94707",3898261
"94708",1047590
"94709",6680028
"94710",9262695
"94711",8566992
"94712",2801887
"94713",4379319
"94714",8750368
"94715",9607204
"94716",4519097
"94717",5579981
"94718",5464480
"94719",5257364
"94720",628142
"94721",6358687
"94722",738678
"94723",6700332
"94724",4712103
"94725",700981
"94726",8721097
"94727",4949128
"94728",142936
"94729",3928982
"94730",8055137
"94731",3663917
"94732",278919
"94733",370214
"94734",6347671
"94735",8307864
"94736",4646772
"94737",494059
"94738",3863241
"94739",7137682
"94740",7626698
"94741",2640562
"94742",5883932
"94743",1993802
"94744",611614
"94745",1549069
"94746",1544105
"94747",125784
"94748",7502593
"94749",1282400
"94750",1814911
"94751",9708017
"94752",1161116
"94753",7090791
"94754",8515830
"94755",270153
"94756",4823731
"94757",6797629
"94758",1666296
"94759",4950365
"94760",1120913
"94761",4381807
"94762",9442597
"94763",83901
"94764",1670174
"94765",627978
"94766",255662
"94767",2995639
"94768",2819076
"94769",8373570
"94770",5235290
"94771",3955582
"94772",4973896
"94773",577260
"94774",7300881
"94775",6154826
"94776",2714475
"94777",1580088
"94778",7972177
"94779",2026507
"94780",4241069
"94781",1217268
"94782",9922699
"94783",6602335
"94784",8244899
"94785",5174471
"94786",6125566
"94787",4611870
"94788",372095
"94789",3324873
"94790",1719848
"94791",3080213
"94792",2565994
"94793",958789
"94794",8893139
"94795",2517559
"94796",8494802
"94797",8336678
"94798",5300912
"94799",2449159
"94800",8764431
"94801",768573
"94802",2370193
"94803",2290753
"94804",5036168
"94805",926647
"94806",7639457
"94807",3744555
"94808",9409095
"94809",811427
"94810",1489736
"94811",2948361
"94812",9159186
"94813",7374052
"94814",280875
"94815",8198072
"94816",5048237
"94817",7227670
"94818",9029827
"94819",2955445
"94820",3583700
"94821",6252517
"94822",1030024
"94823",3595878
"94824",398619
"94825",9219426
"94826",2377260
"94827",9168173
"94828",8779246
"94829",5521466
"94830",9213065
"94831",6322239
"94832",3385882
"94833",5636728
"94834",3153054
"94835",7475695
"94836",8561607
"94837",1314740
"94838",560210
"94839",670404
"94840",703700
"94841",3483028
"94842",2532065
"94843",8027334
"94844",4757147
"94845",7438400
"94846",7040103
"94847",3789681
"94848",101331
"94849",7196324
"94850",7592523
"94851",736733
"94852",3555364
"94853",4182254
"94854",3416938
"94855",4862963
"94856",6751686
"94857",8382106
"94858",4448824
"94859",445530
"94860",1848786
"94861",2760842
"94862",2051003
"94863",337325
"94864",2703304
"94865",9480279
"94866",4146967
